Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Cote d'Ivoire,CIV,GDP (constant 2010 US$),NY.GDP.MKTP.KD,4293692788,4720166192,4778082371,5470443510,6433957530,6233883695,6955602833,7275432009,8188371307,8969477960,9900064154,10836277350,11295369786,11966224110,12484048202,13514342514,15259908704,16376088493,18162630277,18597517652,16559657969,17139328615,17173748218,16503930744,16058116428,16780928086,17327877059,17267407462,17463648779,17978478008,17781450356,17788727444,17745223224,17711066313,17854739667,19127022837,20605413058,21376787646,22430808560,22793633044,22322169525,22349262370,21976556653,21677777466,21944798441,22322522707,22660896962,23060870129,23647271500,24416151588,24908781285,23815969586,26365827347,28709596819,31234340982,33996350011,36437018631,39118651003,41776171852,44638814925
Cameroon,CMR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,4955702656,5014362358,5166877150,5360250127,5550386759,5662840577,5924178156,5277727950,5612669658,5887773512,6069827486,6281039748,6448984908,6794371953,7523697657,8369741881,7909812981,8996611122,10976135911,11638558750,11409827124,13358931637,14363016005,15349299978,16496594539,17826741627,19033908509,18625317071,17168140810,16855831638,15826665523,15223891239,14751950122,13581815617,13870284613,14351554659,14977438375,15760956210,16470560361,17177479603,17787859759,18564848458,19351478900,20235298726,21607445414,22044058919,22806269465,23924278802,24758949260,25303315390,26169323293,27249927182,28487963591,30027528839,31794366450,33591213542,35152694906,36400294743,37879022253,39400704412
"Congo, Dem. Rep.",COD,GDP (constant 2010 US$),NY.GDP.MKTP.KD,15841902488,14122838070,17116978250,18009455807,17569984822,17745218854,18947543549,18760770287,19573617893,21399608887,21347167739,22629069018,22663269578,24507442349,25274668878,24015578137,22740590594,22913599552,21688800856,21782081843,22260179573,22783410453,22679135884,22999298082,24273706213,24387270979,25537669680,26220966411,26344304943,26010772703,24302304337,22255794774,19918934416,17236043073,16563837944,16679784616,16509121623,15581796569,15328724189,14674166079,13660045127,13373160544,13767369914,14535289345,15514731493,16466583722,17342767277,18428333938,19575662525,20134560220,21565720044,23048292323,24681701508,26775192727,29310880617,31338076170,32089995419,33285972750,35223589533,36767977989
"Congo, Rep.",COG,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1484669468,1608650158,1692337107,1624147761,1686138172,1748128498,1771885258,1809383170,1947463103,2094467846,2227643959,2400353994,2607205720,2821809749,3044324144,3279699013,3309750461,3013414337,3205059865,3519579593,4140313960,4869825789,6018992667,6371342261,6815815448,6735002992,6272878981,6284758349,6395763737,6562045696,6627666387,6786423351,6963681204,6895459188,6516686392,6776397484,7067137568,7022981234,7285468863,7097343533,7635036887,7925366945,8288496960,8355904329,8646408341,9317002932,9898010957,9741402375,10284216036,11052338217,12019594809,12430744964,12903109707,13347067680,14251987678,14629164519,14219545164,13963450981,14186866197,14059184401
Colombia,COL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,37566130536,39477952431,41614455639,42982201096,45632888217,47275677392,49751379741,51808531714,54882393036,58231600569,61846500101,65533001715,70558824310,75302462291,79629158932,81479147575,85331782112,88880308926,96408382957,1.01594E+11,1.05747E+11,1.08155E+11,1.0918E+11,1.10899E+11,1.14615E+11,1.18176E+11,1.25058E+11,1.31773E+11,1.37128E+11,1.4181E+11,1.47882E+11,1.50842E+11,1.56944E+11,1.65396E+11,1.75013E+11,1.84118E+11,1.87903E+11,1.94349E+11,1.95456E+11,1.87239E+11,1.92716E+11,1.95949E+11,2.00856E+11,2.08726E+11,2.19857E+11,2.30474E+11,2.45954E+11,2.62527E+11,2.71147E+11,2.74237E+11,2.86563E+11,3.06473E+11,3.18464E+11,3.34814E+11,3.49878E+11,3.6022E+11,3.67739E+11,3.72738E+11,3.82113E+11,3.94808E+11
Comoros,COM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,431970934.1,448666303.8,477306096.3,500318941.4,520883550.8,532759491.4,542709372.5,551597780.8,566421305.9,548407655.4,576328385.7,545231797.2,591745422.5,609533652.7,577369884.6,598214129.3,590487063.6,614284599.7,622162896.7,634135853.7,702926141.3,719324755.2,736048659.1,751534178.1,765961077.6,787695589.9,808545541.4,815014248.2,847614589.8,874739215.5,907978723.5,945204461.6,975453583.9,1019347768,1040754137,1052370416,1087316270,1128805020,1167531658,1199233172
Cabo Verde,CPV,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,193155976.6,209480674.5,215398566.5,235906125,244831092.3,265989607.4,273627380.4,285418158.6,302534271.4,319772521,321985896.5,326507051.3,362219240.8,393762420.2,469296454.8,535991160,596807529.5,663163133.2,746173157.1,829913547.9,948465609.7,969632085,1020546411,1063167076,1171578994,1252563900,1352565476,1557758964,1661358044,1640251720,1664310770,1730365372,1749086512,1763128136,1773904599,1791765400,1876082144,1945535441,2033690797,2148955357
Costa Rica,CRI,GDP (constant 2010 US$),NY.GDP.MKTP.KD,3873980069,3946782868,4161582239,4448686611,4611466204,4989169616,5336880763,5638421246,6116181839,6452070310,6936177813,7406347002,8012041403,8629682930,9108190218,9299468683,9812572857,10686330898,11356116652,11917009330,12006612775,11735064556,10880098349,11191594771,12089620412,12176859322,12851000798,13463291008,13925370998,14714379114,15237190327,15582412490,17015458557,18221432117,19039076427,19823771275,20069153159,21185990604,22660895766,23554495012,24457378062,25311055389,26144232855,27256794629,28438805919,29539636072,31677635985,34265032395,35858218735,35510197398,37268614024,38873811118,40738556706,41662925720,43127518615,44693794269,46591488249,48390012159,49677368087,50712574859
Caribbean small states,CSS,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,21161199351,22085449664,23419090505,24711864375,25873818169,26426832986,28488285501,28261700581,27296897891,26917297698,27210299493,28276391550,29930250067,31476925002,32224844049,32551672159,32979802588,32211081494,32524408465,32508777136,32951985957,33581229344,34349079082,35825477045,36176458562,36656082830,37427609646,38528058989,39564407797,40698418238,42069115865,43351219764,44653677267,46478964394,48252048683,49219388869,51010094868,53939918998,56082626844,58156540255,62113499693,64130312171,64953358551,62556267554,63364789294,64034622293,64823020099,65310845731,65641263950,66392151316,65331367065,65262032697,66126904279,66705676901
Cuba,CUB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,19601031350,21283556246,22310846643,23077110112,23304302373,25512717358,26897537569,29240179372,31168861185,31508035528,29980071319,35882647994,39082746854,41197698258,44464558940,45174513258,45217566099,44131362144,45766667380,46077918811,44719281449,39937584136,35312571037,30058702910,30274202862,31018100930,33449532210,34380574866,34435290194,36566406042,38729221264,39962758543,40532156423,42069435823,44497068633,49481477379,55451844706,59478833619,61927474920,62826231727,64328000000,66130664082,68124437665,69996226460,70729490571,73868565770,74248073998,75591262047,77290916753,
Curacao,CUW,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4479371758,4621037499,4604521856,4272974068,4156935677,4205532841,4257250535,4311714862,4426170539,4551569361,4692498792,4835120216,4993498121,
Cyprus,CYP,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,3693173643,4441643005,5168384675,5570350799,6122125762,6474346638,6637305842,7036985084,7429802378,8080496623,8475030165,8788941070,9409901800,10223555104,11036064533,11853174696,11940829065,13063266880,13154709812,13930837520,15095806160,15284284229,15687933991,16646605657,17478594298,18521245817,19253306043,19970099133,20493970299,21524060502,22568621075,23632464428,24837260991,25743027974,25224238341,25732432719,25835733798,24945224671,23310544751,22876102199,23648094815,25243537029,26344467750,27413165936,28298635954
Czech Republic,CZE,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4455E+11,1.2776E+11,1.27113E+11,1.27192E+11,1.30892E+11,1.39036E+11,1.44907E+11,1.44045E+11,1.43572E+11,1.45629E+11,1.51842E+11,1.56259E+11,1.58841E+11,1.64564E+11,1.72639E+11,1.83918E+11,1.96523E+11,2.07534E+11,2.131E+11,2.02866E+11,2.07478E+11,2.11166E+11,2.09477E+11,2.08464E+11,2.14124E+11,2.25493E+11,2.31018E+11,2.41074E+11,2.47935E+11,2.54297E+11
Germany,DEU,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,1.53834E+12,1.58653E+12,1.65475E+12,1.73381E+12,1.74924E+12,1.73408E+12,1.8199E+12,1.88082E+12,1.9374E+12,2.01781E+12,2.04624E+12,2.05707E+12,2.04895E+12,2.08117E+12,2.13992E+12,2.18973E+12,2.23982E+12,2.27122E+12,2.35542E+12,2.4472E+12,2.5758E+12,2.70738E+12,2.75958E+12,2.73256E+12,2.79809E+12,2.84103E+12,2.86435E+12,2.91544E+12,2.97431E+12,3.03058E+12,3.11832E+12,3.17126E+12,3.16497E+12,3.14239E+12,3.17978E+12,3.20273E+12,3.3249E+12,3.42412E+12,3.45707E+12,3.26011E+12,3.39635E+12,3.52963E+12,3.54444E+12,3.55962E+12,3.63885E+12,3.70215E+12,3.78471E+12,3.878E+12,3.93724E+12,3.95945E+12
Djibouti,DJI,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1128611700,,,,,,,,,
Dominica,DMA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,192329648.1,212593010.9,173562453.1,196790632.6,218101741.6,227104291.1,232909799.1,242684200.8,246132581.2,263542416.1,280165515.1,302064997.2,301487640.8,317824206.4,322103620.5,328642278.3,335747961.9,335862119.5,346039309.7,356783567,364580357.1,378339062.9,379681335.3,388564008.3,388319981.3,377334880.7,401308443.3,413551138.7,416264998.2,435657783.3,463338430.7,496331564.5,490525690.5,493825925.9,492721974.7,487504047.8,482629296.7,504096393.8,490530610.8,503071000.9,468865050.5,479482828.9,506639202.9
Denmark,DNK,GDP (constant 2010 US$),NY.GDP.MKTP.KD,94053823561,1.00053E+11,1.05723E+11,1.06397E+11,1.1626E+11,1.21556E+11,1.24887E+11,1.31794E+11,1.39113E+11,1.48168E+11,1.50534E+11,1.55057E+11,1.6115E+11,1.67746E+11,1.65863E+11,1.63447E+11,1.73131E+11,1.76369E+11,1.80295E+11,1.87271E+11,1.86367E+11,1.85125E+11,1.91946E+11,1.96929E+11,2.05134E+11,2.13347E+11,2.2381E+11,2.24379E+11,2.24348E+11,2.25796E+11,2.29127E+11,2.3232E+11,2.36866E+11,2.36892E+11,2.49524E+11,2.57078E+11,2.64534E+11,2.7316E+11,2.79219E+11,2.87451E+11,2.98221E+11,3.00676E+11,3.02078E+11,3.03256E+11,3.11348E+11,3.18623E+11,3.31091E+11,3.34101E+11,3.3239E+11,3.16081E+11,3.21995E+11,3.263E+11,3.27039E+11,3.30091E+11,3.35437E+11,3.43294E+11,3.54438E+11,3.61655E+11,3.70303E+11,3.79064E+11
Dominican Republic,DOM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,4360946098,4260066567,4986290379,5310543987,5669795125,4962100714,5630165444,5817511580,5831407316,6466531885,7645166145,8476307789,9357349128,10564050762,11198094832,11779640268,12572188912,13198508201,13481046644,14091926686,15214875474,15866051981,16135569976,16882315497,17093833349,16731010757,17320275818,19072631751,19483830697,20341224230,19231750315,19413324749,21591680862,23181803015,23784612019,25136869661,26639507769,29006499712,30954134670,32792825479,34321549048,35165693164,36746427434,36251928488,37183651729,40689414519,44422406020,47716750201,49248221332,49714185923,53860175556,55547842686,57057281931,59838941446,64057864285,68495164568,73056394747,76465720938,81804960995,85966523368
Algeria,DZA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,27442947242,23709213157,19042044630,25576080179,27069573132,28749753982,27368336657,29955455275,33189517692,35988482744,39178018568,34738475528,44265144455,45953052451,49397195914,51889453196,56241295276,59198792148,64653863582,69488567359,70037948818,72139084542,76755988922,80900814644,85431257457,88592211638,88946581372,88323957503,87440713079,91288106344,92018411724,90914190245,92550647763,90607083457,89791622831,93203699821,97025050087,98092325577,1.03095E+11,1.06394E+11,1.10437E+11,1.1375E+11,1.2012E+11,1.28769E+11,1.34306E+11,1.4223E+11,1.44648E+11,1.49566E+11,1.53155E+11,1.55606E+11,1.61208E+11,1.65883E+11,1.71523E+11,1.76325E+11,1.83026E+11,1.89798E+11,1.95871E+11,1.98418E+11,2.01195E+11,2.02805E+11
East Asia & Pacific (excluding high income),EAP,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2.59295E+11,2.30358E+11,2.30115E+11,2.43383E+11,2.67328E+11,2.93673E+11,3.15865E+11,3.13003E+11,3.21392E+11,3.55797E+11,4.00951E+11,4.28121E+11,4.50004E+11,4.87462E+11,5.08394E+11,5.41181E+11,5.59728E+11,6.03088E+11,6.571E+11,7.03957E+11,7.57527E+11,8.01498E+11,8.49702E+11,9.11929E+11,9.97368E+11,1.0688E+12,1.14273E+12,1.24302E+12,1.36143E+12,1.44218E+12,1.52009E+12,1.64044E+12,1.81657E+12,2.01403E+12,2.22823E+12,2.44477E+12,2.66322E+12,2.85033E+12,2.90002E+12,3.07709E+12,3.30787E+12,3.52976E+12,3.80698E+12,4.13905E+12,4.50787E+12,4.94522E+12,5.47715E+12,6.1425E+12,6.66045E+12,7.1736E+12,7.87461E+12,8.5413E+12,9.18312E+12,9.84445E+12,1.05213E+13,1.12179E+13,1.19443E+13,1.27366E+13,1.35582E+13,1.43488E+13
Early-demographic dividend,EAR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1.11762E+12,1.16651E+12,1.216E+12,1.28091E+12,1.38704E+12,1.46173E+12,1.5209E+12,1.60385E+12,1.7182E+12,1.82594E+12,1.98348E+12,2.10131E+12,2.24779E+12,2.41775E+12,2.5731E+12,2.63074E+12,2.82799E+12,2.93414E+12,2.96349E+12,3.06386E+12,3.12041E+12,3.23587E+12,3.23913E+12,3.2436E+12,3.30958E+12,3.34165E+12,3.44303E+12,3.54487E+12,3.67607E+12,3.74443E+12,3.96421E+12,4.15944E+12,4.33142E+12,4.47338E+12,4.60558E+12,4.73395E+12,4.99491E+12,5.23147E+12,5.33429E+12,5.41777E+12,5.65986E+12,5.71824E+12,5.80842E+12,6.0883E+12,6.49704E+12,6.8931E+12,7.31757E+12,7.74678E+12,8.01534E+12,8.0666E+12,8.5636E+12,8.98922E+12,9.37072E+12,9.77318E+12,1.01655E+13,1.06354E+13,1.11483E+13,1.16714E+13,1.21382E+13,1.24805E+13
East Asia & Pacific,EAS,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1.33575E+12,1.41442E+12,1.50292E+12,1.62069E+12,1.79274E+12,1.91113E+12,2.08288E+12,2.26101E+12,2.49645E+12,2.7866E+12,2.87414E+12,3.02193E+12,3.24714E+12,3.49777E+12,3.51819E+12,3.63808E+12,3.79109E+12,3.98251E+12,4.20604E+12,4.45086E+12,4.61063E+12,4.82144E+12,5.01065E+12,5.21558E+12,5.51562E+12,5.81884E+12,6.08384E+12,6.44171E+12,6.9205E+12,7.27369E+12,7.64448E+12,7.98596E+12,8.25887E+12,8.51931E+12,8.88718E+12,9.34186E+12,9.81893E+12,1.01601E+13,1.01513E+13,1.04569E+13,1.09692E+13,1.12645E+13,1.16724E+13,1.21709E+13,1.28013E+13,1.34499E+13,1.41953E+13,1.51153E+13,1.56498E+13,1.58668E+13,1.69886E+13,1.77718E+13,1.86061E+13,1.94935E+13,2.03103E+13,2.11633E+13,2.20292E+13,2.30777E+13,2.404E+13,2.49447E+13
Europe & Central Asia (excluding high income),ECA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35265E+12,2.31908E+12,2.20754E+12,1.97521E+12,1.85985E+12,1.6513E+12,1.62237E+12,1.62001E+12,1.66727E+12,1.63961E+12,1.67672E+12,1.81644E+12,1.86149E+12,1.96302E+12,2.09854E+12,2.27213E+12,2.43918E+12,2.63845E+12,2.84177E+12,2.95945E+12,2.78349E+12,2.93985E+12,3.12435E+12,3.24806E+12,3.37925E+12,3.45346E+12,3.48258E+12,3.53519E+12,3.67504E+12,3.78267E+12,3.8465E+12
Europe & Central Asia,ECS,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,8.52713E+12,8.84586E+12,9.2629E+12,9.80811E+12,1.0034E+13,9.95851E+12,1.04098E+13,1.07067E+13,1.10383E+13,1.14452E+13,1.16232E+13,1.16827E+13,1.17932E+13,1.20192E+13,1.23393E+13,1.268E+13,1.30313E+13,1.34292E+13,1.39915E+13,1.44884E+13,1.48244E+13,1.48864E+13,1.47941E+13,1.46694E+13,1.48257E+13,1.51409E+13,1.54081E+13,1.58581E+13,1.62696E+13,1.67442E+13,1.74599E+13,1.78593E+13,1.81614E+13,1.84942E+13,1.90953E+13,1.96239E+13,2.04043E+13,2.11547E+13,2.13724E+13,2.04236E+13,2.09592E+13,2.14632E+13,2.15316E+13,2.17254E+13,2.21235E+13,2.25828E+13,2.30166E+13,2.36553E+13,2.41681E+13,2.45318E+13
Ecuador,ECU,GDP (constant 2010 US$),NY.GDP.MKTP.KD,10168767411,10689857241,11215707027,11451951118,12300225236,12703067759,12659937587,13244962664,13497867067,14128114603,15098988654,16049108549,16854395152,19205698245,21358370782,23701844117,25455113995,25863628384,27339620381,28360495038,29412295888,31063168090,31254158536,31148873036,31966616074,33224502867,34375659634,34286592743,36306233274,36671393361,38020869119,39652474795,40490851303,41289824101,43048048229,44017726512,44780002397,46718020342,48244078213,45957605226,46459371078,48325007475,50304775101,51674512422,55917517446,58876285669,61468918472,62815127109,66808366776,67186830557,69555367000,75028081292,79261137178,83181798259,86333447252,86418807383,85358980970,87380611574,88507202750,88554747783
"Egypt, Arab Rep.",EGY,GDP (constant 2010 US$),NY.GDP.MKTP.KD,15403072209,16198042348,16825816386,18595571337,20735471115,21754420935,22852236841,23036257706,22666112880,23862774279,25198735286,26221135246,27022369396,27969997996,28406033084,30945290182,35054728616,38210721351,41507835712,43395483251,47739947867,51248143667,56325384963,59194829227,64963816821,68726200035,71986932153,74746013177,78828132516,82707161341,87394200284,88377738629,92330750433,95009072341,98783946377,1.0337E+11,1.08527E+11,1.14487E+11,1.20871E+11,1.28188E+11,1.36353E+11,1.41174E+11,1.44548E+11,1.49164E+11,1.55268E+11,1.62211E+11,1.73312E+11,1.85597E+11,1.98878E+11,2.08173E+11,2.18888E+11,2.22751E+11,2.2771E+11,2.32686E+11,2.39471E+11,2.49941E+11,2.60805E+11,2.7171E+11,2.86149E+11,3.02052E+11
Euro area,EMU,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2.84629E+12,3.03336E+12,3.22801E+12,3.42433E+12,3.61437E+12,3.79607E+12,3.99688E+12,4.21049E+12,4.44784E+12,4.76104E+12,5.03722E+12,5.22851E+12,5.48558E+12,5.82436E+12,6.0117E+12,5.9665E+12,6.26653E+12,6.45975E+12,6.66196E+12,6.91809E+12,7.06716E+12,7.10353E+12,7.15444E+12,7.25334E+12,7.42515E+12,7.59667E+12,7.7872E+12,7.98527E+12,8.32971E+12,8.67147E+12,8.98227E+12,9.21794E+12,9.34645E+12,9.28507E+12,9.51361E+12,9.74445E+12,9.91046E+12,1.01789E+13,1.04889E+13,1.0801E+13,1.12182E+13,1.14663E+13,1.1576E+13,1.16569E+13,1.19254E+13,1.21264E+13,1.25177E+13,1.2893E+13,1.29472E+13,1.23644E+13,1.26282E+13,1.28412E+13,1.27267E+13,1.26945E+13,1.28724E+13,1.31444E+13,1.33959E+13,1.37361E+13,1.39998E+13,1.41793E+13
Eritrea,ERI,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885542139.3,1004689731,1217899072,1252711244,1368697753,1476943746,1503123796,1503326421,1456092119,1583579321,1631172676,1587856627,1610908106,1652380122,1636364975,1659712991,1497342771,1555387286,1589515447,1727482208,,,,,,,,
Spain,ESP,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2.24627E+11,2.5122E+11,2.76225E+11,3.02733E+11,3.18803E+11,3.38739E+11,3.63284E+11,3.79052E+11,4.04058E+11,4.40047E+11,4.58928E+11,4.80266E+11,5.19406E+11,5.5986E+11,5.91317E+11,5.94523E+11,6.14165E+11,6.31599E+11,6.40839E+11,6.41105E+11,6.55266E+11,6.54398E+11,6.62554E+11,6.74282E+11,6.86316E+11,7.02249E+11,7.25095E+11,7.65317E+11,8.04305E+11,8.43129E+11,8.75011E+11,8.97289E+11,9.05626E+11,8.96285E+11,9.17645E+11,9.42949E+11,9.68036E+11,1.00388E+12,1.04798E+12,1.09504E+12,1.15248E+12,1.19781E+12,1.23052E+12,1.26722E+12,1.30679E+12,1.35451E+12,1.41009E+12,1.46091E+12,1.47388E+12,1.41841E+12,1.42072E+12,1.40915E+12,1.36745E+12,1.34782E+12,1.36647E+12,1.41888E+12,1.46189E+12,1.50416E+12,1.53953E+12,1.57E+12
Estonia,EST,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10074197508,9908736415,10357273391,10868505360,12286468805,12818509183,12766794869,14057073485,14897630703,15911025756,17114964029,18273211887,20007393927,21951864272,23614406437,22412682983,19177665818,19693608687,21159588086,21820792033,22114540881,22775174271,23195350086,23805751474,25174297013,26372885187,27516014591
Ethiopia,ETH,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,8227603582,8302969571,8986719590,8730775888,7757787405,8507314752,9686371612,9735159432,9700011206,9964477334,9253264787,8450777235,9561448857,9866455689,10471023888,11772171512,12141100402,11721244258,12326311978,13074915712,14160304516,14374794289,14064103275,15972968197,17860775923,19795942246,22063798449,24444156129,26595865977,29933790334,33279878090,36157859259,39984181569,44085556179,48667131303,53258136694,58351845888,62329193946,67490899534
European Union,EUU,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,5.77943E+12,5.99099E+12,6.27774E+12,6.65651E+12,6.86269E+12,6.81832E+12,7.15231E+12,7.3581E+12,7.58309E+12,7.87467E+12,8.03774E+12,8.0781E+12,8.14401E+12,8.26134E+12,8.46664E+12,8.66566E+12,8.88978E+12,9.11445E+12,9.49439E+12,9.86697E+12,1.01995E+13,1.03841E+13,1.05032E+13,1.04438E+13,1.07209E+13,1.10065E+13,1.1215E+13,1.15137E+13,1.18613E+13,1.22125E+13,1.26892E+13,1.2967E+13,1.31126E+13,1.32343E+13,1.35788E+13,1.38409E+13,1.43247E+13,1.47765E+13,1.4872E+13,1.4228E+13,1.45404E+13,1.4808E+13,1.4698E+13,1.46895E+13,1.49219E+13,1.52736E+13,1.55867E+13,1.60117E+13,1.63554E+13,1.66045E+13
Fragile and conflict affected situations,FCS,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2.77502E+11,2.80432E+11,3.01659E+11,3.16741E+11,3.37641E+11,3.52277E+11,3.52207E+11,3.42124E+11,3.57646E+11,3.82022E+11,4.24497E+11,4.49207E+11,4.58052E+11,4.84064E+11,5.13847E+11,5.17682E+11,5.56283E+11,5.8574E+11,5.89121E+11,6.11962E+11,6.21501E+11,6.03745E+11,5.93768E+11,5.63624E+11,5.66843E+11,5.79956E+11,6.03093E+11,6.25169E+11,6.52019E+11,6.26268E+11,6.90631E+11,6.72721E+11,7.10593E+11,7.21234E+11,7.18236E+11,7.38503E+11,7.62061E+11,8.08026E+11,8.47492E+11,8.51256E+11,8.79237E+11,9.12973E+11,9.13677E+11,8.90606E+11,1.0151E+12,1.09333E+12,1.17607E+12,1.25673E+12,1.32958E+12,1.36845E+12,1.42849E+12,1.43945E+12,1.55186E+12,1.61294E+12,1.63289E+12,1.66606E+12,1.71435E+12,1.74915E+12,1.7888E+12,1.82846E+12
Finland,FIN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,53950221264,58052957814,59784065398,61748031512,64982817364,68428763764,70052457220,71571775145,73220280673,80244512915,84144524613,86127743959,92790143299,99270447208,1.02483E+11,1.04333E+11,1.04692E+11,1.04943E+11,1.08007E+11,1.15699E+11,1.21934E+11,1.2354E+11,1.27379E+11,1.31348E+11,1.35601E+11,1.40413E+11,1.44281E+11,1.49439E+11,1.57236E+11,1.65234E+11,1.66342E+11,1.56551E+11,1.51394E+11,1.50392E+11,1.56354E+11,1.62948E+11,1.68924E+11,1.79624E+11,1.89426E+11,1.97722E+11,2.09137E+11,2.14595E+11,2.18259E+11,2.22632E+11,2.3152E+11,2.37955E+11,2.47539E+11,2.60656E+11,2.627E+11,2.41488E+11,2.49181E+11,2.55529E+11,2.51959E+11,2.49686E+11,2.48775E+11,2.50127E+11,2.56907E+11,2.64872E+11,2.69189E+11,2.71826E+11
Fiji,FJI,GDP (constant 2010 US$),NY.GDP.MKTP.KD,697947700.1,722498582.8,748552619.7,796151373.9,834981911.4,812435170.8,812435170.8,920910120,993811405.5,1019614829,1149133556,1228297213,1320238658,1473556237,1511885644,1519901831,1561488826,1653679311,1684493995,1890420350,1860108274,1977852952,1859607286,1785964550,1935860992,1846550532,1989656499,1858040323,1875798634,2015332400,2132221734,2074651668,2201205459,2248091849,2362744524,2421813103,2538060142,2482222835,2514491743,2735766984,2689258989,2743044173,2830821562,2859129759,3010663628,3031738285,3087900748,3061633387,3093253760,3050380096,3140508836,3225464092,3270985530,3425841165,3617808668,3786536322,3881570259,4092174206,4236472838,4281517574
France,FRA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,5.94143E+11,6.23732E+11,6.66417E+11,7.07959E+11,7.55053E+11,7.9176E+11,8.33342E+11,8.74352E+11,9.13622E+11,9.78576E+11,1.03835E+12,1.09356E+12,1.1429E+12,1.21541E+12,1.26768E+12,1.25551E+12,1.31021E+12,1.3556E+12,1.40953E+12,1.45957E+12,1.48262E+12,1.49847E+12,1.53601E+12,1.55507E+12,1.57861E+12,1.60422E+12,1.64172E+12,1.68378E+12,1.76364E+12,1.84025E+12,1.89406E+12,1.91391E+12,1.94452E+12,1.9323E+12,1.97787E+12,2.01954E+12,2.04807E+12,2.09592E+12,2.17114E+12,2.24542E+12,2.33352E+12,2.37981E+12,2.40684E+12,2.42665E+12,2.49532E+12,2.53682E+12,2.59896E+12,2.66197E+12,2.66876E+12,2.59208E+12,2.64261E+12,2.70055E+12,2.70901E+12,2.72462E+12,2.75068E+12,2.78129E+12,2.81176E+12,2.87619E+12,2.92775E+12,2.97192E+12
Faroe Islands,FRO,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2320424601,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,204059968.5,206508198.5,211771892.9,219238994.3,227440564.7,244333351.6,254126271.5,274813814.8,273344876.8,292518557.1,283209529.8,266044377.4,273628014.6,277388863.1,290797573.8,297100909.1,298726044.2,303422361.3,294076488.2,300081139.5,299837907.8,294332328.3,287243356,290383210.9,296944100,306412384.6,300692217.7,289627442.3,282949283,296026870.6,298691646.6,306703111.9,307352260.1,
